Original_Tag	Matched_Column
SCENE*	scenedia_i
SCENE*	scenedia_italicsother
SCENE*	scenedia_m
SCENE*	scenedia_metaphor
SCENE*	scenedia_monologuethought
SCENE*	scenedia_quotedlit
SCENE*	scenedia_quotedtext
SCENE*	scenedia_quotesother
SCENE*	scenedia_reportedspeechquotes
SCENE*	scenedia_scenequasi
SCENE*	scenedia_sententia
SCENE*	scenedia_speechimagined
SCENE*	scenedia_speechimangined
SCENE*	scenedia_trigger
SCENE*	scenedia_writtentextread
SCENE*	scenefragment
SCENE*	scenefragment_arrivaldeparture
SCENE*	scenefragment_dia
SCENE*	scenefragment_diam
SCENE*	scenefragment_diaq
SCENE*	scenefragment_graft
SCENE*	scenefragment_i
SCENE*	scenefragment_m
SCENE*	scenefragment_quotedlit
SCENE*	scenefragment_quotedtext
SCENE*	scenefragment_trigger
SCENE*	sceneiterative
SCENE*	sceneiterative_apostrophe
SCENE*	sceneiterative_authorwe
SCENE*	sceneiterative_diam
SCENE*	sceneiterative_fidambig
SCENE*	sceneiterative_i
SCENE*	sceneiterative_m
SCENE*	sceneiterative_metaphor
SCENE*	sceneiterative_quotedlit
SCENE*	sceneiterative_writtentextread
SCENE*	scenemonologue
SCENE*	scenemonologue_chapmarker
SCENE*	scenemonologue_cryptonym
SCENE*	scenemonologue_m
SCENE*	scenemonologue_monologue
SCENE*	scenemonologue_monologuethought
SCENE*	scenemonologue_quotedtext
SCENE*	scenemonologue_scenereadingwriting
SCENE*	sceneother
SCENE*	sceneother_authorwe
SCENE*	sceneother_blend
SCENE*	sceneother_chnameintro
SCENE*	sceneother_diam
SCENE*	sceneother_diaq
SCENE*	sceneother_doxaquotes
SCENE*	sceneother_exclamation
SCENE*	sceneother_fidambig
SCENE*	sceneother_fidquotes
SCENE*	sceneother_i
SCENE*	sceneother_m
SCENE*	sceneother_metaphor
SCENE*	sceneother_quotedlit
SCENE*	sceneother_reader
SCENE*	sceneother_sententia
SCENE*	sceneother_sententiacharacter
SCENE*	sceneother_trigger
SCENE*	sceneperception
SCENE*	sceneperception_characterdiction
SCENE*	sceneperception_diam
SCENE*	sceneperception_diaq
SCENE*	sceneperception_m
SCENE*	sceneperception_metaphor
SCENE*	scenequasi
SCENE*	scenequasi_arrivaldeparture
SCENE*	scenequasi_auhorwe
SCENE*	scenequasi_authori
SCENE*	scenequasi_authorwe
SCENE*	scenequasi_blend
SCENE*	scenequasi_chapmarker
SCENE*	scenequasi_characterdiction
SCENE*	scenequasi_dia
SCENE*	scenequasi_diam
SCENE*	scenequasi_diaq
SCENE*	scenequasi_doxaitalics
SCENE*	scenequasi_doxaquotes
SCENE*	scenequasi_exclamation
SCENE*	scenequasi_fid
SCENE*	scenequasi_fidambig
SCENE*	scenequasi_fidquotes
SCENE*	scenequasi_i
SCENE*	scenequasi_m
SCENE*	scenequasi_metaphor
SCENE*	scenequasi_monologue
SCENE*	scenequasi_monologuethought
SCENE*	scenequasi_quotedlit
SCENE*	scenequasi_quotedtext
SCENE*	scenequasi_quotesother
SCENE*	scenequasi_reportedspeechquotes
SCENE*	scenequasi_sententia
SCENE*	scenequasi_speechimagined
SCENE*	scenequasi_trigger
SCENE*	scenequasi_writentextread
SCENE*	scenequasidia
SCENE*	scenequasidia_diam
SCENE*	scenequasidia_diaq
SCENE*	scenequasidia_m
SCENE*	scenequasidia_reportedspeechquotes
SCENE*	scenequasidia_trigger
SCENE*	scenereadingwriting
SCENE*	scenereadingwriting_chapmarker
SCENE*	scenereadingwriting_chaptitle
SCENE*	scenereadingwriting_cryptonym
SCENE*	scenereadingwriting_diam
SCENE*	scenereadingwriting_diaq
SCENE*	scenereadingwriting_exclamation
SCENE*	scenereadingwriting_fidambig
SCENE*	scenereadingwriting_i
SCENE*	scenereadingwriting_m
SCENE*	scenereadingwriting_monologue
SCENE*	scenereadingwriting_monologuethought
SCENE*	scenereadingwriting_quotedlit
SCENE*	scenereadingwriting_quotedtext
SCENE*	scenereadingwriting_reportedspeechquotes
SCENE*	scenereadingwriting_scenedia
SCENE*	scenereadingwriting_trigger
SCENE*	scenereadingwriting_writtennarrative1p
SCENE*	sceneaction
SCENE*	sceneaction_arrivaldeparture
SCENE*	sceneaction_auhorwe
SCENE*	sceneaction_authori
SCENE*	sceneaction_authorwe
SCENE*	sceneaction_backstory
SCENE*	sceneaction_blend
SCENE*	sceneaction_chapmarker
SCENE*	sceneaction_characterdiction
SCENE*	sceneaction_chnameexternal
SCENE*	sceneaction_chnameintro
SCENE*	sceneaction_chnamenointro
SCENE*	sceneaction_chnonameexternal
SCENE*	sceneaction_chnonameintro
SCENE*	sceneaction_chphoto
SCENE*	sceneaction_chportrait
SCENE*	sceneaction_cryptonym
SCENE*	sceneaction_cutaway
SCENE*	sceneaction_descriptor
SCENE*	sceneaction_descriptorq
SCENE*	sceneaction_dia
SCENE*	sceneaction_diacutaway
SCENE*	sceneaction_diainset1p
SCENE*	sceneaction_diam
SCENE*	sceneaction_diaother
SCENE*	sceneaction_diaq
SCENE*	sceneaction_doxaquotes
SCENE*	sceneaction_exclamation
SCENE*	sceneaction_fid
SCENE*	sceneaction_fidambig
SCENE*	sceneaction_fidquotes
SCENE*	sceneaction_graft
SCENE*	sceneaction_i
SCENE*	sceneaction_italicsother
SCENE*	sceneaction_m
SCENE*	sceneaction_metaphor
SCENE*	sceneaction_metaphore
SCENE*	sceneaction_monloguethought
SCENE*	sceneaction_monologue
SCENE*	sceneaction_monologuethought
SCENE*	sceneaction_quotedlit
SCENE*	sceneaction_quotedtext
SCENE*	sceneaction_quotesdoxa
SCENE*	sceneaction_quotesother
SCENE*	sceneaction_reader
SCENE*	sceneaction_reportedspeechquotes
SCENE*	sceneaction_rhetoricalq
SCENE*	sceneaction_sententia
SCENE*	sceneaction_song
SCENE*	sceneaction_speechimagined
SCENE*	sceneaction_trigger
SCENE*	sceneconsciousness
SCENE*	sceneconsciousness_fid
SCENE*	sceneconsciousness_i
SCENE*	scenedia
SCENE*	scenedia_arraivaldeparture
SCENE*	scenedia_arrivaldeparture
SCENE*	scenedia_authori
SCENE*	scenedia_authorwe
SCENE*	scenedia_backstory
SCENE*	scenedia_blend
SCENE*	scenedia_chapmarker
SCENE*	scenedia_chaptitle
SCENE*	scenedia_characterdictiion
SCENE*	scenedia_characterdiction
SCENE*	scenedia_chnameexternal
SCENE*	scenedia_chnameintro
SCENE*	scenedia_chnamenointro
SCENE*	scenedia_chnonameexternal
SCENE*	scenedia_chnonameintro
SCENE*	scenedia_chnonameminor
SCENE*	scenedia_cryptonym
SCENE*	scenedia_cutaway
SCENE*	scenedia_descriptor
SCENE*	scenedia_descriptorq
SCENE*	scenedia_dia
SCENE*	scenedia_diacutaway
SCENE*	scenedia_diainset1p
SCENE*	scenedia_diainsetinterruptiondia
SCENE*	scenedia_diainsetnarrative
SCENE*	scenedia_dialogueother
SCENE*	scenedia_diam
SCENE*	scenedia_diamparenthesis
SCENE*	scenedia_diaother
SCENE*	scenedia_diaq
SCENE*	scenedia_diatheater
SCENE*	scenedia_doxaquotes
SCENE*	scenedia_exclamation
SCENE*	scenedia_fid
SCENE*	scenedia_fidambig
SCENE*	scenedia_fiditalics
SCENE*	scenedia_fidquotes
SCENE*	scenedia_graft
SCENE*	scenedia_i
SCENE*	scenedia_italicsother
SCENE*	scenedia_m
SCENE*	scenedia_metaphor
SCENE*	scenedia_monologuethought
SCENE*	scenedia_quotedlit
SCENE*	scenedia_quotedtext
SCENE*	scenedia_quotesother
SCENE*	scenedia_reportedspeechquotes
SCENE*	scenedia_scenequasi
SCENE*	scenedia_sententia
SCENE*	scenedia_speechimagined
SCENE*	scenedia_speechimangined
SCENE*	scenedia_trigger
SCENE*	scenedia_writtentextread
SCENE*	scenefragment
SCENE*	scenefragment_arrivaldeparture
SCENE*	scenefragment_dia
SCENE*	scenefragment_diam
SCENE*	scenefragment_diaq
SCENE*	scenefragment_graft
SCENE*	scenefragment_i
SCENE*	scenefragment_m
SCENE*	scenefragment_quotedlit
SCENE*	scenefragment_quotedtext
SCENE*	scenefragment_trigger
SCENE*	sceneiterative
SCENE*	sceneiterative_apostrophe
SCENE*	sceneiterative_authorwe
SCENE*	sceneiterative_diam
SCENE*	sceneiterative_fidambig
SCENE*	sceneiterative_i
SCENE*	sceneiterative_m
SCENE*	sceneiterative_metaphor
SCENE*	sceneiterative_quotedlit
SCENE*	sceneiterative_writtentextread
SCENE*	scenemonologue
SCENE*	scenemonologue_chapmarker
SCENE*	scenemonologue_cryptonym
SCENE*	scenemonologue_m
SCENE*	scenemonologue_monologue
SCENE*	scenemonologue_monologuethought
SCENE*	scenemonologue_quotedtext
SCENE*	scenemonologue_scenereadingwriting
SCENE*	sceneother
SCENE*	sceneother_authorwe
SCENE*	sceneother_blend
SCENE*	sceneother_chnameintro
SCENE*	sceneother_diam
SCENE*	sceneother_diaq
SCENE*	sceneother_doxaquotes
SCENE*	sceneother_exclamation
SCENE*	sceneother_fidambig
SCENE*	sceneother_fidquotes
SCENE*	sceneother_i
SCENE*	sceneother_m
SCENE*	sceneother_metaphor
SCENE*	sceneother_quotedlit
SCENE*	sceneother_reader
SCENE*	sceneother_sententia
SCENE*	sceneother_sententiacharacter
SCENE*	sceneother_trigger
SCENE*	sceneperception
SCENE*	sceneperception_characterdiction
SCENE*	sceneperception_diam
SCENE*	sceneperception_diaq
SCENE*	sceneperception_m
SCENE*	sceneperception_metaphor
SCENE*	scenequasi
SCENE*	scenequasi_arrivaldeparture
SCENE*	scenequasi_auhorwe
SCENE*	scenequasi_authori
SCENE*	scenequasi_authorwe
SCENE*	scenequasi_blend
SCENE*	scenequasi_chapmarker
SCENE*	scenequasi_characterdiction
SCENE*	scenequasi_dia
SCENE*	scenequasi_diam
SCENE*	scenequasi_diaq
SCENE*	scenequasi_doxaitalics
SCENE*	scenequasi_doxaquotes
SCENE*	scenequasi_exclamation
SCENE*	scenequasi_fid
SCENE*	scenequasi_fidambig
SCENE*	scenequasi_fidquotes
SCENE*	scenequasi_i
SCENE*	scenequasi_m
SCENE*	scenequasi_metaphor
SCENE*	scenequasi_monologue
SCENE*	scenequasi_monologuethought
SCENE*	scenequasi_quotedlit
SCENE*	scenequasi_quotedtext
SCENE*	scenequasi_quotesother
SCENE*	scenequasi_reportedspeechquotes
SCENE*	scenequasi_sententia
SCENE*	scenequasi_speechimagined
SCENE*	scenequasi_trigger
SCENE*	scenequasi_writentextread
SCENE*	scenequasidia
SCENE*	scenequasidia_diam
SCENE*	scenequasidia_diaq
SCENE*	scenequasidia_m
SCENE*	scenequasidia_reportedspeechquotes
SCENE*	scenequasidia_trigger
SCENE*	scenereadingwriting
SCENE*	scenereadingwriting_chapmarker
SCENE*	scenereadingwriting_chaptitle
SCENE*	scenereadingwriting_cryptonym
SCENE*	scenereadingwriting_diam
SCENE*	scenereadingwriting_diaq
SCENE*	scenereadingwriting_exclamation
SCENE*	scenereadingwriting_fidambig
SCENE*	scenereadingwriting_i
SCENE*	scenereadingwriting_m
SCENE*	scenereadingwriting_monologue
SCENE*	scenereadingwriting_monologuethought
SCENE*	scenereadingwriting_quotedlit
SCENE*	scenereadingwriting_quotedtext
SCENE*	scenereadingwriting_reportedspeechquotes
SCENE*	scenereadingwriting_scenedia
SCENE*	scenereadingwriting_trigger
SCENE*	scenereadingwriting_writtennarrative1p
DIA*	dia
DIA*	dia_descriptor
DIA*	dia_descriptorq
DIA*	dia_diamparenthesis
DIA*	dia_i
DIA*	dia_m
DIA*	dia_quotedlit
DIA*	dia_quotedtext
DIA*	diacutaway
DIA*	diacutaway_chnamenointro
DIA*	diacutaway_cutaway
DIA*	diacutaway_m
DIA*	diainset1p
DIA*	diainset1p_dia
DIA*	diainset1p_diainset1p
DIA*	diainset1p_diainsetinterruptiondia
DIA*	diainset1p_diam
DIA*	diainset1p_diaq
DIA*	diainset1p_i
DIA*	diainset1p_m
DIA*	diainset1p_scenequasi
DIA*	diainsetinterruptiondia
DIA*	diainsetinterruptiondia_i
DIA*	diainsetinterruptiondia_m
DIA*	diainsetnarrative
DIA*	diainsetnarrative_i
DIA*	diainsetnarrative_m
DIA*	diainsetnarrative_quotesother
DIA*	dialogueother
DIA*	diam
DIA*	diam_arrivaldeparture
DIA*	diam_authorwe
DIA*	diam_characterdiction
DIA*	diam_chnameintro
DIA*	diam_chnonameintro
DIA*	diam_chnonameminor
DIA*	diam_cryptonym
DIA*	diam_cutaway
DIA*	diam_descriptor
DIA*	diam_descriptorq
DIA*	diam_diam
DIA*	diam_graft
DIA*	diam_i
DIA*	diam_m
DIA*	diam_metaphor
DIA*	diam_quotedlit
DIA*	diam_quotedtext
DIA*	diam_trigger
DIA*	diamparenthesis
DIA*	diaother
DIA*	diaother_m
DIA*	diaq
DIA*	diaq_cryptonym
DIA*	diaq_descriptor
DIA*	diaq_descriptorq
DIA*	diaq_i
DIA*	diaq_m
DIA*	diaq_quotedlit
DIA*	diatheater
DIA*	diatheater_cryptonym
DIA*	diatheater_i
DIA*	dia
DIA*	dia_descriptor
DIA*	dia_descriptorq
DIA*	dia_diamparenthesis
DIA*	dia_i
DIA*	dia_m
DIA*	dia_quotedlit
DIA*	dia_quotedtext
DIA*	diacutaway
DIA*	diacutaway_chnamenointro
DIA*	diacutaway_cutaway
DIA*	diacutaway_m
DIA*	diainset1p
DIA*	diainset1p_dia
DIA*	diainset1p_diainset1p
DIA*	diainset1p_diainsetinterruptiondia
DIA*	diainset1p_diam
DIA*	diainset1p_diaq
DIA*	diainset1p_i
DIA*	diainset1p_m
DIA*	diainset1p_scenequasi
DIA*	diainsetinterruptiondia
DIA*	diainsetinterruptiondia_i
DIA*	diainsetinterruptiondia_m
DIA*	diainsetnarrative
DIA*	diainsetnarrative_i
DIA*	diainsetnarrative_m
DIA*	diainsetnarrative_quotesother
DIA*	dialogueother
DIA*	diam
DIA*	diam_arrivaldeparture
DIA*	diam_authorwe
DIA*	diam_characterdiction
DIA*	diam_chnameintro
DIA*	diam_chnonameintro
DIA*	diam_chnonameminor
DIA*	diam_cryptonym
DIA*	diam_cutaway
DIA*	diam_descriptor
DIA*	diam_descriptorq
DIA*	diam_diam
DIA*	diam_graft
DIA*	diam_i
DIA*	diam_m
DIA*	diam_metaphor
DIA*	diam_quotedlit
DIA*	diam_quotedtext
DIA*	diam_trigger
DIA*	diamparenthesis
DIA*	diaother
DIA*	diaother_m
DIA*	diaq
DIA*	diaq_cryptonym
DIA*	diaq_descriptor
DIA*	diaq_descriptorq
DIA*	diaq_i
DIA*	diaq_m
DIA*	diaq_quotedlit
DIA*	diatheater
DIA*	diatheater_cryptonym
DIA*	diatheater_i
M	m
SCENE*_CHAPMARKER	sceneaction_chapmarker
SCENE*_CHAPMARKER	scenedia_chapmarker
SCENE*_CHAPMARKER	scenemonologue_chapmarker
SCENE*_CHAPMARKER	scenequasi_chapmarker
SCENE*_CHAPMARKER	scenereadingwriting_chapmarker
DIAINSET1P	diainset1p
DIA	dia
DIAM	diam
DIAQ	diaq
DIATHEATER	diatheater
DESCRIPTOR	descriptor
CUTAWAY	cutaway
MONOLOGUE*	monologue
MONOLOGUE*	monologue_m
MONOLOGUE*	monologuethought
MONOLOGUE*	monologuethought_descriptor
MONOLOGUE*	monologuethought_i
MONOLOGUE*	monologuethought_m
MONOLOGUE*	monologuethought_quotedlit
SPEECHINSERT	speechinsert
GRAFT	graft
SCENEDIA	scenedia
SCENEDIA_DIA*	scenedia_dia
SCENEDIA_DIA*	scenedia_diacutaway
SCENEDIA_DIA*	scenedia_diainset1p
SCENEDIA_DIA*	scenedia_diainsetinterruptiondia
SCENEDIA_DIA*	scenedia_diainsetnarrative
SCENEDIA_DIA*	scenedia_dialogueother
SCENEDIA_DIA*	scenedia_diam
SCENEDIA_DIA*	scenedia_diamparenthesis
SCENEDIA_DIA*	scenedia_diaother
SCENEDIA_DIA*	scenedia_diaq
SCENEDIA_DIA*	scenedia_diatheater
SCENEDIA_M	scenedia_m
SCENEDIA_ARRIVALDEPARTURE	scenedia_arrivaldeparture
SCENEDIA_BLEND	scenedia_blend
SCENEACTION	sceneaction
SCENEACTION_DIA*	sceneaction_dia
SCENEACTION_DIA*	sceneaction_diacutaway
SCENEACTION_DIA*	sceneaction_diainset1p
SCENEACTION_DIA*	sceneaction_diam
SCENEACTION_DIA*	sceneaction_diaother
SCENEACTION_DIA*	sceneaction_diaq
SCENEACTION_M	sceneaction_m
SCENEQUASI	scenequasi
SCENEQUASI_DIA*	scenequasi_dia
SCENEQUASI_DIA*	scenequasi_diam
SCENEQUASI_DIA*	scenequasi_diaq
SCENEQUASI_M	scenequasi_m
SCENEFRAGMENT	scenefragment
SCENEFRAGMENT_DIA*	scenefragment_dia
SCENEFRAGMENT_DIA*	scenefragment_diam
SCENEFRAGMENT_DIA*	scenefragment_diaq
SCENEFRAGMENT_M	scenefragment_m
SCENEPERCEPTION	sceneperception
SCENEPERCEPTION_DIA*	sceneperception_diam
SCENEPERCEPTION_DIA*	sceneperception_diaq
SCENEPERCEPTION_M	sceneperception_m
SCENEMONOLOGUE	scenemonologue
SCENEMONOLOGUE_M	scenemonologue_m
SCENECONSCIOUSNESS	sceneconsciousness
SCENEREADINGWRITING	scenereadingwriting
SCENEREADINGWRITING_DIA*	scenereadingwriting_diam
SCENEREADINGWRITING_DIA*	scenereadingwriting_diaq
SCENEREADINGWRITING_M	scenereadingwriting_m
SCENEOTHER	sceneother
SCENEOTHER_DIA*	sceneother_diam
SCENEOTHER_DIA*	sceneother_diaq
SCENEOTHER_M	sceneother_m
AUTHOR*	authori
AUTHOR*	authori_i
AUTHOR*	authori_reader
AUTHOR*	authorialobservation
AUTHOR*	authorialobservation_i
AUTHOR*	authorialobservation_quotedlit
AUTHOR*	authorialobservation_rhetoricalq
AUTHOR*	authorialobservation_sententia
AUTHOR*	authorwe
AUTHOR*	authorwe_i
AUTHOR*	authorwe_sententia
EXCLAMATION	exclamation
RHETORICALQ	rhetoricalq
APOSTROPHE	apostrophe
SENTENTIA	sententia
AUTHORIALOBSERVATION	authorialobservation
BOOK	book
READER	reader
